scene,item,vector
scene_2,item_9365,"[0.4950970509085772, -0.41871064876839664, 0.05516795710124144, -0.44841647182291133, 0.24613396245169267, 0.3536407506489837, -0.17682037532449185, 0.057997083106433325, 0.10184853618690731, -0.3805174476983065]"
scene_0,item_9366,"[0.1361386779189376, -0.041158204952237015, 0.07281836260780378, -0.33559767114900896, 0.6901914368913579, 0.03799218918668025, 0.006332031531113353, -0.6110410427524406, -0.06965234684224711, -0.0759843783733605]"
scene_1,item_9367,"[0.6300082972883012, -0.34113986403383995, -0.027511279357567715, -0.10179173362300062, 0.10729398949451419, -0.14030752472359542, -0.5089586681150032, -0.1650676761454064, -0.18982782756721736, -0.3493932478411102]"
scene_2,item_9368,"[0.5737707974949161, 0.22330364569352248, 0.32963871507139036, -0.2587486688194785, -0.20203663181794893, -0.04785078122004054, 0.17368061331718418, 0.5954763885160599, -0.026583767344466994, -0.12937433440973928]"
scene_0,item_9369,"[0.4705707094425425, -0.47692456231070374, 0.01578059213528063, 0.03682138164898812, 0.3945148033820159, 0.05786217116269566, -0.1262447370822451, 0.5856353081315259, -0.0455883772796996, 0.1718331143619447]"
scene_1,item_9370,"[0.7998598618842185, 0.19879908214995523, 0.1396146225785945, -0.13809707233317506, -0.016693052699614547, -0.1047109669339459, 0.27771169491176956, 0.42491406871746157, 0.04400895711716564, 0.10622851717936538]"
scene_2,item_9371,"[0.10474816610958594, 0.24019634251553307, 0.35483550598885566, 0.2238193191622013, 0.038213054491107554, -0.14466370628776434, 0.21017179970109143, 0.5650073056899471, 0.33845848263552386, 0.5049582200610638]"
scene_0,item_9372,"[0.16793162073930096, -0.30980994575956644, 0.606711143779151, -0.2307438658521771, -0.29690119801958453, -0.10488357538735324, 0.18879043569723583, 0.4582605447693586, 0.10811076232234869, -0.31303713269456196]"
scene_1,item_9373,"[0.4922663704905034, -0.36217645315436525, -0.14843297260424804, 0.0633314016444792, -0.18801509863204752, 0.4373824926071842, -0.17614046082370768, 0.2750957758932064, -0.3503018153460254, -0.37998840986687504]"
scene_2,item_9374,"[-0.4650505051173738, -0.37042983957401215, 0.40465433562161096, 0.00603961694957632, -0.07046219774505662, -0.22950544408389884, -0.3200996983275431, -0.5294730859128541, -0.19528094803629986, 0.06442258079548036]"
scene_0,item_9375,"[0.3417349945842385, -0.01515040217342636, -0.15718542254929851, 0.31058324455524045, 0.45261826493111257, -0.015150402173426414, 0.3939104565090854, -0.0814334116821667, 0.28407004075174425, -0.5605648804167753]"
scene_1,item_9376,"[-0.09160846493848998, 0.08202068482381245, 0.18785382653195756, 0.12170811296436686, 0.8307901624089389, 0.13493725567788495, 0.3148535965817316, 0.0343957710551471, 0.2275412546725119, 0.27252033989847363]"
scene_2,item_9377,"[-0.8330636213931925, 0.048293543269170576, 0.11831918100946794, -0.25837045649006257, -0.19075949591322372, 0.21973562187472612, 0.24388239350931143, -0.17385675576901413, 0.10141644086525825, 0.1955888502401408]"
scene_0,item_9378,"[0.06811992827155638, -0.7178764549213118, 0.150004035356692, 0.007143049302699595, 0.15000403535669204, -0.32858026792418255, -0.45715515537277557, -0.11071726419184418, 0.20357690512693916, 0.25357825024583647]"
scene_1,item_9379,"[0.15392024976262064, 0.09307277577243749, -0.14163248487110058, -0.23065861821864952, -0.22661197579376097, 0.32575471520353133, -0.34598792732797423, 0.25291515155553673, 0.598903078883511, -0.4410840243128561]"
scene_2,item_9380,"[0.34447024611079075, 0.3688078178468792, -0.5054726437495299, -0.07301271520826541, -0.3669356969441033, -0.16849088124984332, 0.5485314245133788, -0.05054726437495297, 0.12355997958321842, -0.05241938527772898]"
scene_0,item_9381,"[0.15958631124017683, 0.05006629372240842, -0.2941394756191495, -0.6289578148877558, 0.30352690569210117, -0.43808007007107375, 0.17836117138608001, 0.2941394756191495, 0.09074515737186531, -0.28162290218854746]"
scene_1,item_9382,"[0.3454626281403238, -0.46726189510826255, 0.5195318698152885, -0.13463478333627904, 0.41340798177375093, 0.12037933568890832, -0.13463478333627904, 0.1108757039239945, -0.3658898229491819, -0.156809924121078]"
scene_2,item_9383,"[0.25560044574942165, -0.1489967042641558, 0.4705159082025971, 0.3646498288570128, 0.1215499429523376, 0.10194511344389601, -0.4391481809890906, -0.01764434655759741, 0.02744676131181818, 0.5822634364007139]"
scene_0,item_9384,"[-0.06824045126991639, 0.5266763033908931, -0.02449657225073918, 0.4006939318156629, 0.09098726835988852, -0.5809187133746728, 0.03324534805457466, -0.2957086221696377, 0.14522967834366818, -0.31845543925960984]"
scene_1,item_9385,"[-0.48520285353515263, -0.366860694136335, 0.1508862532334926, -0.0680467416543202, 0.4349074357906551, 0.07396384962426107, -0.3639021401513645, 0.1479276992485221, 0.5029541774449754, 0.026626985864733978]"
scene_2,item_9386,"[0.21625311622128743, 0.09611249609835001, 0.5980333090564001, 0.24295103180416244, 0.36843123504367503, -0.4992510213997626, -0.14416874414752506, -0.2643093642704625, -0.22426249089615005, -0.037377081816025094]"
scene_0,item_9387,"[0.3368600879618569, -0.04225073512699948, 0.32698395011330045, 0.2975921343727791, 0.2718742955998229, -0.6502939232590358, -0.08450147025399901, 0.31412503072682235, -0.18186185989447612, 0.23146054895660592]"
scene_1,item_9388,"[-0.02906836671761397, -0.13508241004067661, -0.4428651164624714, -0.25990539653396005, 0.15047154536176638, -0.4428651164624714, -0.039327790265007094, -0.548879159785534, 0.14192202573893872, -0.418926461518554]"
scene_2,item_9389,"[-0.3049752511800794, 0.4511092257038674, -0.4998205505451301, 0.2329672057625607, 0.21602413625255626, 0.514645736366384, 0.23720297314006178, -0.10377630074877701, 0.13342667239128475, 0.05506497590751432]"
scene_0,item_9390,"[0.1887374204499174, -0.35206189785732783, 0.4587473214504574, 0.5334271179656481, 0.0213370847186259, 0.07467979651519067, 0.3485057170708902, 0.05334271179656477, -0.2844944629150123, 0.3662866210030783]"
scene_1,item_9391,"[0.6509966422412384, -0.4101383591252875, 0.29573134315876, 0.2978899661015245, 0.07339318005399882, 0.09929665536717489, -0.20291055661987908, 0.39502799852593473, -0.1252001306803509, -0.06044144239741082]"
scene_2,item_9392,"[0.4244790368342204, -0.355200478120213, 0.226933638799025, -0.32724488493482584, -0.02466669986945924, 0.483467317441401, 0.3683560513839246, 0.1249779460052601, -0.15622243250657514, -0.353556031462249]"
scene_0,item_9393,"[0.668297103560076, 0.2518635141067442, 0.17507585736688308, 0.26414953918512174, -0.009214518808783332, 0.2641495391851218, -0.27950707053309404, -0.4637974467087605, -0.15050380721012757, 0.06143012539188876]"
scene_1,item_9394,"[0.5774567136605758, 0.3475028983958404, 0.12433589942603467, 0.06695009969094172, -0.02869289986754645, 0.28374089869018165, -0.14027639935244934, 0.18809789913169342, 0.5929865972626268, -0.19447409910225927]"
scene_2,item_9395,"[0.30819588373268125, 0.4290198945721999, 0.13241354770746902, 0.12446873484502087, -0.09268948339522837, -0.3681096626267642, -0.07944812862448139, 0.2251030311026974, 0.4316681655263492, 0.5481920875089219]"
scene_0,item_9396,"[0.2852171284068987, -0.27063216161336406, 0.40837907021896863, 0.5396437713607798, 0.2187745019030189, 0.02592882985517261, -0.17826070525431167, 0.19446622391379453, 0.4618572817952621, 0.23660057242845003]"
scene_1,item_9397,"[0.2753959798094254, -0.05962181006183435, 0.337856923683728, -0.22429157118499587, 0.7154617207420122, 0.1731871625605664, -0.09085228199898569, 0.025552204312214756, 0.0397478733745563, 0.4514222761824601]"
scene_2,item_9398,"[0.04266051457214763, 0.45778013713958415, 0.23791440819082327, 0.32815780440113557, -0.30354596907105036, 0.28385650080698227, 0.5250524870418168, 0.3166722812470958, -0.22314730699277216, 0.1607973241565564]"
scene_0,item_9399,"[-0.05475280938573549, 0.18381300293782618, -0.5436171789012306, -0.41260152787107796, 0.3226504838802269, 0.4869089120374332, 0.0919065014689131, -0.1114610762495329, 0.26789767449449137, -0.25225401466999553]"
scene_1,item_9400,"[0.2931125456402549, 0.08085714759658486, 0.19575940997067906, 0.37449626255260343, 0.4936541642738864, -0.6723910168558108, 0.09787970498533953, -0.014894737715160403, 0.023406016409537756, 0.15107519682519796]"
scene_2,item_9401,"[0.016368325294646092, -0.47468143354473835, 0.33905816681767026, -0.5331397381684746, 0.3647798208521141, -0.10756328050767468, 0.16835991731636044, -0.10054828395282639, 0.22447988975514718, 0.3764714817768614]"
scene_0,item_9402,"[-0.15146813538973533, -0.022374558295076084, -0.07458186098358696, 0.2361758931146921, 3.519106219543263e-17, 0.3381044364589276, 0.2709807615736993, -0.3182159401966378, 0.4027420493113697, -0.6811809969834277]"
scene_1,item_9403,"[0.4859709207270016, 0.19336482467062993, 0.40718169810449956, 0.301202899967712, -0.11527518393826015, -0.5243161592030543, -0.08738602653384232, -0.10040096665590406, -0.09296385801472594, 0.3941667579824379]"
scene_2,item_9404,"[0.660884272102946, -0.16756986764025808, -0.05585662254675269, 0.06093449732373019, 0.31821348602392446, -0.19295924152514574, 0.42992673111742985, -0.22004124033569245, -0.032159873587524264, -0.3943816076785872]"
scene_0,item_9405,"[0.7129449839671756, -0.29598798973366497, -0.09008330122328935, 0.5096141040631796, 0.211052305723135, -0.14155947335088329, 0.03345951188293607, 0.2419380089996913, -0.08493568401052998, 0.06949283237225182]"
scene_1,item_9406,"[0.13105254861368848, 0.44365905492881685, -0.3306249008068253, 0.016955123118298752, -0.36453514704342277, -0.20346147741958479, 0.6075585784057046, 0.18085464659518644, 0.07347220017929446, -0.30801806998242703]"
scene_2,item_9407,"[-0.418515319184827, 0.3017203463890614, 0.10122230975633026, 0.364010998546803, 0.0291987431989414, -0.17908562495350733, 0.32313275806828506, -0.582028281098899, 0.015572663039435452, -0.3387054211077205]"
scene_0,item_9408,"[0.23767326079989032, -0.35650989119983545, 0.23514482185521055, -0.01517063366807812, -0.3160548680849604, 0.6245244193358819, 0.04551190100423433, 0.07332472939571082, 0.4854602773784993, 0.16687697034885918]"
scene_1,item_9409,"[0.611805489260549, -0.09468418286175156, -0.2767691499035817, -0.15295137231513722, -0.2233575595713115, 0.3908757292497952, 0.1869405661629455, -0.007283398681673211, -0.118962178467329, 0.5146935068382397]"
scene_2,item_9410,"[0.6993241542142667, -0.22955787349871876, 0.25460055060766984, 0.035477125904347394, -0.22329720422148097, 0.36520570783887063, 0.022955787349871904, -0.09599692891764601, -0.38398771567058404, 0.2274709837396394]"
scene_0,item_9411,"[0.11200113096824155, 0.026133597225923014, 0.007466742064549462, -0.24453580261399402, -0.12133455854892836, 0.6981403830353722, 0.4181375556147684, -0.2744027708721918, -0.09520096132300535, 0.4069374425179442]"
scene_1,item_9412,"[-0.13874964502993564, -0.22867997051230146, 0.25951322496339824, 0.30833254451096825, -0.1361802071590109, -0.32888804747836614, -0.02055550296739792, 0.14902739651363459, -0.7734007991483454, 0.136180207159011]"
scene_2,item_9413,"[0.3394084435875437, -0.14698790864027492, -0.28863080242090333, -0.0187075520087623, 0.5318289785348126, -0.0026725074298232067, -0.2645782355524947, -0.5906241419909225, -0.2619057281226715, -0.09621026747363447]"
scene_0,item_9414,"[-0.6527533657682196, -0.3419184296881151, 0.04921553154601657, 0.04144465814401394, 0.05439611381401833, -0.1036116453600348, -0.40926599917213774, 0.30824464494610376, 0.06993786061802361, 0.41444658144013946]"
scene_1,item_9415,"[0.17412451439970894, -0.44752620367873436, -0.052412978809221154, -0.43744678467696113, -0.13103244702305286, -0.032254140805674604, 0.6289557457106537, 0.36487496786419327, -0.12498479562198891, -0.11288949281986098]"
scene_2,item_9416,"[0.04867792282573045, 0.1961427911245212, -0.43677157611233597, 0.5075447481675754, -0.28915896011140757, -0.18603233797377267, -0.40441812602994065, 0.3720646759475454, -0.18603233797377272, 0.2365846037275153]"
scene_0,item_9417,"[-0.06386395135214121, 0.2669362803803257, 0.13138270049969156, -0.3712082649038904, 0.4212588174752015, 0.46088217159415606, 0.4733948097369839, -0.35243930768964876, -0.07507582885696656, -0.1605788561662897]"
scene_1,item_9418,"[0.008613950639386454, -0.4780742604859465, 0.4134696306905483, -0.23473015492328006, -0.36609290217392304, -0.008613950639386423, 0.23257666726343343, 0.387627778772389, 0.1895069140665013, -0.4134696306905484]"
scene_2,item_9419,"[0.49468784930042503, 0.151597889301743, -0.41888890464955353, 0.3670264688357991, -0.33511112371964275, 0.03989418139519559, 0.3630370506962795, 0.07180952651135204, -0.39495239581243613, 0.1236719623251062]"
scene_0,item_9420,"[0.45287078478604853, 0.13173543408933652, 0.11646176057173227, -0.3360208173872931, 0.5231233179779451, -0.09355125029532592, -0.015273673517604206, 0.14128148003783914, -0.5899456396174636, 0.021001301086705802]"
scene_1,item_9421,"[0.07389447418534262, -0.05304897664378109, -0.2829278754334988, 0.6778480348927575, 0.41260315167385236, 0.2121959065751241, 0.041260315167385306, 0.28292787543349873, 0.380184332613764, -0.10315078791846308]"
scene_2,item_9422,"[0.1361664781134835, 0.3024687159549107, -0.054994311991801964, -0.13114028244198928, 0.3553478621008741, -0.5985919343723058, -0.2770867258048483, -0.16921326766708294, 0.2770867258048483, 0.45053032516360825]"
scene_0,item_9423,"[-0.17325246648298284, 0.4257060605010434, -0.03960056376753897, -3.5034974091027833e-17, -0.004950070470942384, 0.04702566947395246, -0.1386019731863863, -0.6162837736323247, 0.3440298977304944, 0.5172823642134773]"
scene_1,item_9424,"[0.07799538144666504, 0.33965730629999275, -0.08554332158666482, 0.6466068719933195, -0.007547940139999848, -0.04528764083999909, -0.10818714200666432, 0.6239630515733199, 0.14089488261333033, 0.17360262321999628]"
scene_2,item_9425,"[0.4574526633171983, -0.02343467472246427, -0.05155628438942145, -0.011717337361232169, 0.43822841731008216, -0.1874773977797143, 0.44291535225457507, -0.2812160966695715, 0.11951684108456785, 0.5202497788387072]"
scene_0,item_9426,"[0.17787951055468113, 0.24802917668892163, 0.4359300681199228, 0.42590868724360276, 0.2580505575652417, -0.16034209402112107, -0.22047037927904142, 0.07265501135332046, 0.5787347456074837, -0.23299710537444152]"
scene_1,item_9427,"[0.09489519758213943, 0.28147831722003, 0.665551535109043, 0.018414469350843055, 0.13942383937066904, 0.23938810156096008, 0.4314247105054665, -0.24728001699703572, 0.17625277807235518, 0.3367217252725592]"
scene_2,item_9428,"[0.6639859736159143, 0.30344106406958515, 0.021347612547608974, 0.2073768076053446, 0.19060368346079473, -0.39340600266308023, 0.39035634372770756, -0.14180914049483126, 0.24092305589444446, 0.04422005456290434]"
scene_0,item_9429,"[0.5606139231619901, -0.11189520459187291, 0.3870969239935063, -0.25100816165203926, 0.5262098810536727, 0.14818554121626412, 0.024193557749594145, -4.2808515247534e-17, 0.03931453134309052, -0.3991937028683035]"
scene_1,item_9430,"[0.5531597146322683, -0.22445353293582773, -0.15403673828929348, 0.12102886579873064, -0.5215243853508938, 0.08361994364275936, 0.32127662557481224, -0.35208397323267093, -0.3146750510766997, 0.008802099330816743]"
scene_2,item_9431,"[0.7489435748851964, -0.31408977572735475, -0.22842892780171248, 0.33074605171289617, -0.23080839579964704, -0.09993765591324928, 0.05710723195042817, 0.25698254377692653, -0.10469659190911834, -0.18797797183682596]"
scene_0,item_9432,"[0.31358139331950335, -0.6152975447296201, 0.2627303565649893, 0.07797158969025487, 0.3644324300740174, 0.2559502183310541, -0.2118793198104752, 0.4034182249191448, -0.14407793747112316, -0.14577297202960698]"
scene_1,item_9433,"[0.07855251912803383, -0.08926422628185664, -0.19816658234572176, -0.1410374775253335, 0.8283720198956297, -0.3820508884863465, -0.010711707153822785, -0.1428227620509706, -0.2713632478968442, 0.019638129782008497]"
scene_2,item_9434,"[0.23269055127751953, -0.09533346890378395, -0.11626032793144381, 0.06045537052435074, -0.33250453788392936, 0.20694338371797, 0.20694338371797003, 0.4696917248430331, 0.48364296419480624, -0.5185210625742395]"
